Timestamp,Total_Memory_Used_GB,Total_Memory_Used,Working_Set_GB,Peak_Working_Set_GB,CPU_Clock_MHz,CPU_Usage,Cores_Usage
2016-05-10T14:48:21.745732,4.22305679321289,26.4211036802229,0.00875473022460938,0.00875473022460938,2395;,23,100;0;0;0;
2016-05-10T14:48:24.115969,4.23910903930664,26.521532843057,0.0187110900878906,0.0187110900878906,2395;,31,0;0;0;100;
2016-05-10T14:48:29.264484,4.23902893066406,26.5210316518927,0.0187530517578125,0.0187530517578125,2395;,28,0;0;100;0;
2016-05-10T14:48:31.886746,4.24222183227539,26.5410076997283,0.0191650390625,0.0191650390625,2395;,32,100;1;7;1;
2016-05-10T14:48:34.521010,4.24329376220703,26.547714114832,0.0191764831542969,0.0191764831542969,2395;,48,12;12;0;0;
2016-05-10T14:48:35.785136,4.25028610229492,26.5914609436045,0.0204200744628906,0.0210609436035156,2395;,9,19;25;12;12;
2016-05-10T14:48:36.861244,4.2487678527832,26.5819621777281,0.0204200744628906,0.0210609436035156,2395;,8,12;0;44;6;
2016-05-10T14:48:37.953353,4.2505989074707,26.59341797577,0.0204200744628906,0.0210609436035156,1580;,7,0;25;12;12;
2016-05-10T14:48:39.061464,4.25148773193359,26.5989788110695,0.0204200744628906,0.0210609436035156,1580;,11,6;6;0;12;
2016-05-10T14:48:40.164574,4.25127792358398,26.5976661675439,0.0204200744628906,0.0210609436035156,1580;,16,0;0;6;0;
2016-05-10T14:48:41.276685,4.25138854980469,26.5983582886756,0.0204238891601563,0.0210609436035156,1580;,18,50;12;37;31;
2016-05-10T14:48:42.383796,4.25427627563477,26.6164250368375,0.0204238891601563,0.0210609436035156,2395;,24,37;6;87;44;
2016-05-10T14:48:43.475905,4.25911331176758,26.646687436665,0.0204238891601563,0.0210609436035156,2395;,31,81;56;43;0;
2016-05-10T14:48:44.553013,4.25912857055664,26.6467829016486,0.0204238891601563,0.0210609436035156,2395;,34,19;44;37;62;
2016-05-10T14:48:45.645122,4.25960922241211,26.6497900486346,0.0204238891601563,0.0210609436035156,2395;,33,19;0;100;0;
2016-05-10T14:48:46.752233,4.27304840087891,26.7338708330131,0.0204238891601563,0.0210609436035156,2395;,11,44;6;19;56;
2016-05-10T14:48:48.577415,4.2673225402832,26.6980475978862,0.0204238891601563,0.0210609436035156,1580;,6,37;31;6;31;
2016-05-10T14:48:49.747532,4.25853729248047,26.6430836335309,0.0204238891601563,0.0210609436035156,2371;,27,50;50;31;37;
2016-05-10T14:48:50.840641,4.25235366821289,26.6043964488935,0.0204238891601563,0.0210609436035156,1724;,11,31;25;25;0;
2016-05-10T14:48:51.962754,4.2567024230957,26.6316039692431,0.0204238891601563,0.0210609436035156,1580;,11,44;0;0;0;
2016-05-10T14:48:53.070864,4.25665283203125,26.6312937080461,0.0204238891601563,0.0210609436035156,2395;,6,31;6;0;0;
2016-05-10T14:48:54.146972,4.25663375854492,26.6311743768165,0.0204238891601563,0.0210609436035156,2371;,6,0;18;0;0;
2016-05-10T14:48:55.239081,4.25630950927734,26.6291457459133,0.0204238891601563,0.0210609436035156,2395;,0,25;0;19;0;
2016-05-10T14:48:56.331190,4.25675964355469,26.6319619629319,0.0204238891601563,0.0210609436035156,1580;,0,0;12;0;31;
2016-05-10T14:48:57.439301,4.25595855712891,26.6269500512886,0.0204238891601563,0.0210609436035156,2395;,3,25;0;25;0;
2016-05-10T14:48:58.531410,4.25697326660156,26.6332984727035,0.0204238891601563,0.0210609436035156,1580;,11,0;6;0;0;
2016-05-10T14:48:59.623520,4.25706100463867,26.6338473963596,0.0204238891601563,0.0210609436035156,1580;,9,44;0;12;0;
2016-05-10T14:49:00.716629,4.25760650634766,26.6372602695263,0.0204238891601563,0.0210609436035156,1987;,18,0;0;19;0;
2016-05-10T14:49:01.820739,4.25758743286133,26.6371409382967,0.0204238891601563,0.0210609436035156,2395;,0,25;25;6;19;
2016-05-10T14:49:02.936824,4.25819778442383,26.640959537644,0.0204238891601563,0.0210609436035156,2395;,3,52;0;5;5;
2016-05-10T14:49:04.014238,4.25836181640625,26.6419857862186,0.0204238891601563,0.0210609436035156,1724;,1,5;33;0;0;
2016-05-10T14:49:05.137452,4.25614547729492,26.6281194973387,0.0204238891601563,0.0210609436035156,2395;,30,29;11;35;17;
2016-05-10T14:49:06.229466,4.25711441040039,26.6341815238025,0.0204238891601563,0.0210609436035156,2395;,8,0;0;0;0;
2016-05-10T14:49:07.321480,4.25889587402344,26.6453270606475,0.0204238891601563,0.0210609436035156,1580;,10,5;0;0;0;
2016-05-10T14:49:08.429094,4.26021194458008,26.6535609154901,0.0204238891601563,0.0210609436035156,1580;,6,0;23;0;0;
2016-05-10T14:49:09.567909,4.26017379760742,26.6533222530309,0.0204811096191406,0.0210609436035156,2395;,2,41;5;5;0;
